"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address3","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy"
"545",14668,NA,NA,"T","N","F",NA,NA,NA,NA,"SW18","E",95,5,6.5,2.2,391,129,"Average","owner-occupied",51.450154,-0.184394,86,18,3,"earlsfield","Thames Water",71900,"Wandsworth","rail",0,1,0,0.6667622,687000,771777.319195739,0.12340221134751,0
"546",11665,NA,NA,"F","N","L",NA,NA,NA,NA,"N8","D",65,3,2.8,1.6,247,136,"Very Poor","owner-occupied",51.590146,-0.126415,61,39,3,"hornsey","Thames Water",63900,"Haringey","rail",0,1,0,0.8432398,435000,488592.631046815,0.123201450682332,0
"547",9672,NA,NA,"S","N","F",NA,NA,NA,NA,"SE24","C",178,7,5.3,3.5,153,97,"Good","owner-occupied",51.448483,-0.10321,193,31,2,"herne hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.7040462,1085000,1218634.51257228,0.123165449375369,0
"548",9140,NA,NA,"F","N","L",NA,NA,NA,NA,"SE1","C",53,3,1.4,1,155,111,"Average","owner-occupied",51.48745,-0.0714,95,4,2,"south bermondsey","Thames Water",47500,"Southwark","rail",0,1,0,0.8991658,308000,345898.019150325,0.123045516721834,0
"549",15240,NA,NA,"T","N","F",NA,NA,NA,NA,"N17","D",88,5,4.5,2.1,290,135,"Average","owner-occupied",51.592663,-0.065951,76,9,3,"bruce grove","Thames Water",44000,"Haringey","light_rail",0,0,1,0.3983174,464000,521086.779941989,0.123031853323253,0
"550",8883,NA,NA,"F","N","L",NA,NA,NA,NA,"SW19","C",40,2,2.3,1.9,324,270,"Good","rental (private)",51.424221,-0.17987,51,14,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.4759924,258000,289598.09001735,0.122473217121513,0
"551",11161,NA,NA,"F","N","L",NA,NA,NA,NA,"HA2","D",78,4,3.1,2.1,226,150,"Average","owner-occupied",51.569673,-0.357709,73,53,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.4393298,311000,349048.757590676,0.122343271995742,0
"552",9318,NA,NA,"D","N","F",NA,NA,NA,NA,"BR7","C",142,7,4.1,2.9,165,113,"Average","owner-occupied",51.406887,0.063616,44,91,5,"chislehurst","Thames Water",72000,"Bromley","rail",0,1,0,0.6195358,680000,763103.41383904,0.122210902704471,0
"553",11148,NA,NA,"T","N","F",NA,NA,NA,NA,"KT3","E",120,6,7,3.2,332,150,"Average","owner-occupied",51.404223,-0.264138,96,17,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5114122,609000,683347.509439592,0.122081296288329,0
"554",7211,NA,NA,"T","N","F",NA,NA,NA,NA,"IG1","D",103,5,4.4,1.6,240,87,"Poor","owner-occupied",51.557405,0.085627,115,13,4,"seven kings","Essex & Suffolk Water",50400,"Redbridge","rail",0,1,0,1.003561,385000,431916.830560547,0.121861897559862,0
"555",10822,NA,NA,"T","N","F",NA,NA,NA,NA,"IG6","C",105,5,3.5,1.4,187,75,"Average","owner-occupied",51.601414,0.077593,57,49,4,"fairlop","Thames Water",51500,"Redbridge","tube",1,0,0,0.879281,420000,471113.863976546,0.121699676134634,0
"556",9086,NA,NA,"S","N","F",NA,NA,NA,NA,"DA1","D",56.89,5,4.8,3.9,275,221,"Average","rental (private)",51.459524,0.188436,139,14,6,"slade green","Thames Water",49600,"Bexley","rail",0,1,0,0.9109724,274000,307277.317127998,0.121450062510942,0
"557",2841,NA,NA,"S","N","F",NA,NA,NA,NA,"SE18","E",58,4,3.3,0.8,328,77,"Average","owner-occupied",51.477855,0.092221,57,60,4,"welling","Thames Water",49700,"Greenwich","rail",0,1,0,1.1862526,289000,324078.244969079,0.121378010273631,0
"558",5336,NA,NA,"D","N","F",NA,NA,NA,NA,"RM13","D",149,7,5,2.6,176,88,"Good","owner-occupied",51.525202,0.214159,76,11,6,"rainham","Essex & Suffolk Water",49000,"Havering","rail",0,2,0,1.401257,535000,599822.532273547,0.121163611726256,0
"559",15338,NA,NA,"F","N","L",NA,NA,NA,NA,"W9","D",99.91,4,4.3,3.2,223,166,"Very Poor","owner-occupied",51.526784,-0.181218,97,33,2,"warwick avenue","Thames Water",65100,"Westminster","tube",2,0,0,0.3032432,1044000,1169214.85353444,0.11993759917092,0
"560",13695,NA,NA,"F","N","L",NA,NA,NA,NA,"E6","D",44,2,2.1,1.3,264,160,"Average","rental (private)",51.535451,0.056794,153,8,3,"east ham","Thames Water",43800,"Newham","tube",2,0,0,0.5959226,178000,199308.563534849,0.119711031094656,0
"561",15580,NA,NA,"T","N","F",NA,NA,NA,NA,"SE3","D",86,5,4.1,1.4,273,91,"Average","owner-occupied",51.470151,0.033252,33,46,3,"kidbrooke","Thames Water",47700,"Greenwich","rail",0,1,0,0.6798116,381000,426586.837032606,0.119650490899229,0
"562",10175,NA,NA,"F","N","L",NA,NA,NA,NA,"SW18","D",52,2,2.3,1.1,250,123,"Very Poor","owner-occupied",51.453937,-0.199918,43,22,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.6394206,392000,438794.705872209,0.119374249674002,0
"563",12543,NA,NA,"T","N","F",NA,NA,NA,NA,"EN1","F",88,5,9.1,1.2,608,73,"Average","owner-occupied",51.66455,-0.075384,44,36,5,"enfield town","Thames Water",59500,"Enfield","light_rail",0,0,1,0.9700054,397000,444391.25123252,0.11937342879728,0
"564",7215,NA,NA,"F","N","L",NA,NA,NA,NA,"N7","B",51,2,0.5,0.4,61,50,"Good","rental (private)",51.545428,-0.110269,40,43,2,"caledonian road and barnsbury","Thames Water",67200,"Islington","light_rail",0,0,1,0.3784326,421000,471143.146173119,0.119104860268691,0
"565",8740,NA,NA,"F","N","L",NA,NA,NA,NA,"W3","D",28,2,2.2,1.6,437,317,"Average","rental (private)",51.515341,-0.280455,70,33,3,"west acton","Thames Water",55100,"Ealing","tube",1,0,0,0.3367988,226000,252825.275968498,0.118695911365034,0
"566",13182,NA,NA,"S","N","F",NA,NA,NA,NA,"EN2","E",107.84,6,7.3,5.8,350,277,"Average","owner-occupied",51.655602,-0.091668,25,48,5,"enfield chase","Thames Water",54900,"Enfield","rail",0,1,0,0.257881,610000,682178.764218671,0.118325842981428,0
"567",6097,NA,NA,"T","N","F",NA,NA,NA,NA,"W5","D",145,6,4.8,2.1,189,81,"Average","owner-occupied",51.499478,-0.311984,86,21,3,"northfields","Thames Water",65700,"Ealing","tube",1,0,0,0.2771444,907000,1014100.39231361,0.118082020191409,0
"568",1057,NA,NA,"T","N","F",NA,NA,NA,NA,"W4","E",97.3,5,6.5,5.7,303,266,"Average","owner-occupied",51.49138,-0.257589,100,8,2,"turnham green","Thames Water",60700,"Hounslow","tube",2,0,0,0.4486508,930000,1039785.68851036,0.11804912743049,0
"569",5996,NA,NA,"S","N","F",NA,NA,NA,NA,"EN3","E",97,4,5.7,3.6,335,205,"Average","owner-occupied",51.646435,-0.036518,72,16,5,"ponders end","Thames Water",38700,"Enfield","rail",0,1,0,0.4051528,410000,458358.356899627,0.117947211950309,0
"570",11921,NA,NA,"S","N","F",NA,NA,NA,NA,"SM5","E",146,9,9.2,3.7,326,128,"Average","rental (private)",51.357317,-0.156975,27,61,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,0.5735522,547000,611295.445104419,0.11754194717444,0
"571",8308,NA,NA,"T","N","F",NA,NA,NA,NA,"W3","E",170,7,9.7,6.7,298,204,"Good","rental (private)",51.515651,-0.266103,40,34,3,"acton main line","Thames Water",55100,"Ealing","rail",0,1,0,0.2274324,1032000,1152621.65156846,0.116881445318279,0
"572",11951,NA,NA,"T","N","F",NA,NA,NA,NA,"TW1","D",67,3,2.9,0.8,253,69,"Average","owner-occupied",51.44733,-0.335206,44,14,5,"twickenham","Thames Water",70600,"Richmond upon Thames","rail",0,1,0,0.5101694,547000,610622.575195319,0.116311837651406,0
"573",4745,NA,NA,"F","N","L",NA,NA,NA,NA,"SW13","D",56,3,3,1.3,315,133,"Average","owner-occupied",51.473397,-0.249217,26,8,3,"barnes bridge","Thames Water",66100,"Richmond upon Thames","rail",0,1,0,0.2131402,429000,478878.664922487,0.116267284201601,0
"574",10983,NA,NA,"T","N","F",NA,NA,NA,NA,"SW20","D",104,4,3.7,1.4,202,76,"Average","owner-occupied",51.405261,-0.207609,123,17,4,"south merton","Thames Water",72900,"Merton","rail",0,1,0,0.2504242,590000,658366.200507949,0.115874916115168,0
"575",12213,NA,NA,"F","N","L",NA,NA,NA,NA,"TW11","C",43.5,2,1.8,1.4,253,194,"Average","rental (private)",51.420023,-0.32406,43,11,6,"teddington","Thames Water",64300,"Richmond upon Thames","rail",0,1,0,0.6064864,263000,293466.293603182,0.115841420544419,0
"576",12948,NA,NA,"T","N","F",NA,NA,NA,NA,"TW14","C",97,5,2.5,1.2,143,66,"Average","owner-occupied",51.451405,-0.417753,33,23,6,"feltham","Affinity Water",50600,"Hounslow","rail",0,1,0,0.5039554,386000,430661.617389632,0.115703671993866,0
"577",9098,NA,NA,"T","N","F",NA,NA,NA,NA,"RM1","D",79.08,3,4.4,3.7,379,319,"Average","owner-occupied",51.582187,0.179441,81,19,6,"romford","Essex & Suffolk Water",43400,"Havering","light_rail",0,1,1,0.6903754,303000,337976.171524282,0.115432909321064,0
"578",3673,NA,NA,"T","N","F",NA,NA,NA,NA,"SE14","D",62,4,2.4,0.6,218,56,"Average","owner-occupied",51.479993,-0.052273,104,4,2,"queens road peckham","Thames Water",49700,"Lewisham","light_rail",0,1,1,0.668005,396000,441550.102426173,0.115025511177206,0
"579",9677,NA,NA,"F","N","L",NA,NA,NA,NA,"W9","C",96,4,3.2,1.6,190,96,"Very Poor","rental (private)",51.527337,-0.188504,93,32,2,"maida vale","Thames Water",63000,"Westminster","tube",2,0,0,0.407017,877000,977665.120487353,0.114783489723321,0
"580",6516,NA,NA,"F","N","L",NA,NA,NA,NA,"SW15","D",74.02,3,4.8,3.6,385,293,"Very Poor","owner-occupied",51.461272,-0.218521,41,17,2,"putney","Thames Water",68500,"Kingston upon Thames","rail",0,1,0,0.1590784,541000,602442.82736617,0.113572693837653,0
"581",785,NA,NA,"F","N","L",NA,NA,NA,NA,"SE6","E",77,3,5,2,336,132,"Poor","rental (private)",51.441913,-0.02297,163,18,3,"catford bridge","Thames Water",48200,"Lewisham","rail",0,1,0,0.4020458,357000,397377.096633555,0.11310111101836,0
"582",1668,NA,NA,"F","N","L",NA,NA,NA,NA,"NW3","C",66,3,2.7,1.4,231,117,"Poor","owner-occupied",51.548131,-0.159828,46,59,2,"belsize park","Thames Water",55700,"Camden","tube",1,0,0,0.2995148,579000,644424.63525744,0.112995915815958,0
"583",5507,NA,NA,"S","N","F",NA,NA,NA,NA,"HA8","C",152,8,4.8,2.8,177,104,"Average","owner-occupied",51.624845,-0.271637,85,68,5,"edgware","Affinity Water",56300,"Barnet","tube",1,0,0,0.8152768,744000,828010.584488819,0.112917452269918,0
"584",2762,NA,NA,"T","N","F",NA,NA,NA,NA,"SW18","D",69,5,2.7,0.9,223,67,"Poor","rental (private)",51.442169,-0.193704,65,11,3,"earlsfield","Thames Water",76700,"Wandsworth","rail",0,1,0,0.4026672,647000,719384.23703426,0.111876718754652,0
"585",5698,NA,NA,"S","N","F",NA,NA,NA,NA,"TW7","D",85,4,4.3,4.1,302,286,"Average","rental (private)",51.475928,-0.329701,103,9,4,"isleworth","Thames Water",57100,"Hounslow","rail",0,1,0,0.3740828,503000,559149.448728302,0.111629122720281,0
"586",1453,NA,NA,"D","N","F",NA,NA,NA,NA,"HA9","D",227,5,8,4.6,200,113,"Good","owner-occupied",51.567797,-0.272142,59,62,4,"wembley park","Affinity Water",47200,"Brent","tube",2,0,0,0.4554862,1145000,1272601.20113388,0.111442097060158,0
"587",8198,NA,NA,"F","N","L",NA,NA,NA,NA,"SW9","D",74,3,2.9,1.4,201,102,"Very Poor","owner-occupied",51.474496,-0.113158,16,11,2,"stockwell","Thames Water",51100,"Lambeth","tube",2,0,0,0.5636098,465000,516756.905338488,0.111305172770941,0
"588",6207,NA,NA,"T","N","F",NA,NA,NA,NA,"BR3","D",129,6,5.2,2.8,230,122,"Average","owner-occupied",51.40718,-0.052366,75,40,3,"avenue road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.1820702,582000,646550.269329311,0.110911115686101,0
"589",11659,NA,NA,"F","N","L",NA,NA,NA,NA,"E3","D",68.12,4,4,3.9,347,343,"Good","owner-occupied",51.534341,-0.029407,6,14,2,"bow road","Thames Water",46200,"Tower Hamlets","tube",2,0,0,0.8289476,370000,411012.861711234,0.110845572192524,0
"590",5074,NA,NA,"T","N","F",NA,NA,NA,NA,"CR7","D",72,5,3.5,2.8,291,233,"Average","rental (private)",51.389795,-0.117636,114,40,3,"ampere way","Thames Water",48600,"Croydon","light_rail",0,0,1,0.925886,304000,337679.282953115,0.110787114977353,0
"591",10042,NA,NA,"F","N","L",NA,NA,NA,NA,"E3","D",113,3,3.6,3.6,178,178,"Good","owner-occupied",51.537256,-0.022014,143,8,2,"pudding mill lane","Thames Water",57000,"Tower Hamlets","light_rail",0,0,1,0.7469228,649000,720841.557028088,0.110695773540967,0
"592",3534,NA,NA,"F","N","L",NA,NA,NA,NA,"E8","D",93,4,4.6,1.5,278,87,"Good","owner-occupied",51.552649,-0.071038,123,26,2,"dalston kingsland","Thames Water",52000,"Hackney","light_rail",0,0,1,0.456729,589000,653664.254964851,0.109786510975978,0
"593",15489,NA,NA,"T","N","F",NA,NA,NA,NA,"NW10","D",154,6,6.8,3.4,240,118,"Average","owner-occupied",51.5363,-0.240907,58,51,3,"willesden junction","Thames Water",44000,"Brent","tube",2,0,1,0.3958318,968000,1073103.08752829,0.108577569760626,0
"594",6122,NA,NA,"T","N","F",NA,NA,NA,NA,"RM1","E",55,4,3.7,1,387,103,"Average","owner-occupied",51.575364,0.190891,58,20,6,"romford","Essex & Suffolk Water",48900,"Havering","light_rail",0,1,1,0.4548648,273000,302516.181595447,0.108117881302004,0
"595",6562,NA,NA,"S","N","F",NA,NA,NA,NA,"SM4","E",101,6,7.3,1.5,410,80,"Good","owner-occupied",51.395386,-0.215758,78,32,4,"morden south","SES Water",60600,"Merton","rail",0,1,0,0.9625486,475000,526343.517634505,0.108091616072643,0
"596",7824,NA,NA,"F","N","L",NA,NA,NA,NA,"SW19","C",66,3,2.6,2.5,225,215,"Average","owner-occupied",51.443891,-0.222257,113,57,3,"southfields","Thames Water",61800,"Merton","tube",1,0,0,0.792285,364000,403240.261266262,0.107802915566654,0
"597",15482,NA,NA,"T","N","F",NA,NA,NA,NA,"SW11","E",155,6,8.3,4.6,304,167,"Good","owner-occupied",51.464124,-0.163325,116,22,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.3678688,1336000,1479663.53329692,0.107532584803087,0
"598",4692,NA,NA,"T","N","F",NA,NA,NA,NA,"SM4","E",104,5,5.6,2.2,303,117,"Average","owner-occupied",51.389475,-0.200307,136,34,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.214383,455000,503922.819080453,0.107522679297698,0
"599",11443,NA,NA,"D","N","F",NA,NA,NA,NA,"BR2","D",106,4,5.4,3.1,290,161,"Average","owner-occupied",51.376933,0.042468,44,75,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,2.1164884,504000,558025.931512997,0.107194308557534,0
"600",12063,NA,NA,"S","N","F",NA,NA,NA,NA,"HA7","D",87,5,4.1,1.4,263,87,"Average","owner-occupied",51.620185,-0.296704,141,77,5,"stanmore","Affinity Water",55100,"Harrow","tube",1,0,0,0.3858894,486000,537902.011713034,0.106794262784022,0
"601",296,NA,NA,"F","N","L",NA,NA,NA,NA,"NW7","D",68,4,3.1,1.7,255,146,"Average","owner-occupied",51.608854,-0.239346,36,71,4,"mill hill broadway","Thames Water",67000,"Barnet","rail",0,1,0,0.65247,345000,381843.129940959,0.106791680988286,0
"602",3623,NA,NA,"D","N","F",NA,NA,NA,NA,"NW5","E",163,7,8.7,3.7,301,127,"Poor","owner-occupied",51.552562,-0.133314,144,51,2,"kentish town","Thames Water",50900,"Camden","tube",1,1,0,0.4424368,1415000,1565726.00613713,0.10652014567995,0
"603",15772,NA,NA,"D","N","F",NA,NA,NA,NA,"HA4","D",113,4,4.7,2.5,234,125,"Average","owner-occupied",51.576508,-0.43415,20,51,6,"west ruislip","Affinity Water",54700,"Hillingdon","tube",1,0,0,0.636935,559000,618291.910446662,0.106067818330344,0
"604",5619,NA,NA,"T","N","F",NA,NA,NA,NA,"SE20","D",68.96,3,3,2.5,223,187,"Good","owner-occupied",51.416012,-0.051861,67,34,4,"kent house","Thames Water",55200,"Bromley","rail",0,1,0,0.5051982,361000,399242.165727933,0.105933977085687,0
"605",226,NA,NA,"F","N","L",NA,NA,NA,NA,"HA6","D",101.59,4,4.6,2.9,232,149,"Average","rental (private)",51.613421,-0.426742,13,73,6,"northwood","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.167778,430000,475536.045313651,0.105897779799189,0
"606",211,NA,NA,"D","N","F",NA,NA,NA,NA,"RM5","E",57,3,2.7,1.2,232,86,"Average","rental (private)",51.593897,0.166733,21,30,6,"romford","Essex & Suffolk Water",48000,"Havering","light_rail",0,1,1,1.6330392,304000,336168.847883388,0.105818578563777,0
"607",3056,NA,NA,"T","N","F",NA,NA,NA,NA,"SW16","D",107,5,4.3,2.5,224,130,"Average","rental (private)",51.413688,-0.124909,87,35,3,"norbury","Thames Water",53100,"Croydon","rail",0,1,0,0.1621854,491000,542685.692995915,0.105266177181089,0
"608",1548,NA,NA,"S","N","F",NA,NA,NA,NA,"SE22","E",166,8,7.9,3.7,272,125,"Good","owner-occupied",51.454467,-0.072114,77,33,2,"east dulwich","Thames Water",67000,"Southwark","rail",0,1,0,0.897923,1172000,1295312.31312885,0.105215284239629,0
"609",10772,NA,NA,"F","N","L",NA,NA,NA,NA,"IG6","D",54,2,2.4,1.8,249,189,"Average","rental (social)",51.610508,0.120702,81,44,4,"hainault","Thames Water",41800,"Redbridge","tube",1,0,0,1.4963312,185000,204435.781819575,0.105058280105812,0
"610",14566,NA,NA,"T","N","F",NA,NA,NA,NA,"W8","D",106,5,3.8,1.5,202,77,"Poor","owner-occupied",51.508627,-0.199218,45,38,1,"notting hill gate","Thames Water",70900,"Kensington and Chelsea","tube",3,0,0,0.24856,1954000,2159015.63967055,0.104921002902022,0
"611",7577,NA,NA,"F","N","L",NA,NA,NA,NA,"W8","C",83,2,3.6,3.5,253,246,"Good","rental (private)",51.507648,-0.199286,42,42,1,"notting hill gate","Thames Water",70900,"Kensington and Chelsea","tube",3,0,0,0.3336918,1150000,1269492.47019625,0.103906495822828,0
"612",9442,NA,NA,"T","N","F",NA,NA,NA,NA,"E11","D",94,5,4.3,2.3,261,139,"Average","owner-occupied",51.555092,-0.002084,235,10,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.4623216,480000,529766.801914384,0.103680837321634,0
"613",1936,NA,NA,"F","N","L",NA,NA,NA,NA,"N16","B",50.71,2,1.8,1.8,235,235,"Good","owner-occupied",51.567165,-0.080466,81,27,2,"stoke newington","Thames Water",50400,"Hackney","light_rail",0,0,1,0.4778566,335000,369723.929350401,0.10365352044896,0
"614",10920,NA,NA,"S","N","F",NA,NA,NA,NA,"HA8","D",183,6,6.8,3.2,211,97,"Average","owner-occupied",51.62139,-0.278818,77,63,5,"edgware","Affinity Water",56300,"Barnet","tube",1,0,0,0.6207786,837000,923230.268367916,0.103023020750198,0
"615",12048,NA,NA,"F","N","L",NA,NA,NA,NA,"SE14","C",54,3,1.7,1.2,183,132,"Average","owner-occupied",51.477085,-0.050971,72,5,2,"queens road peckham","Thames Water",53100,"Lewisham","light_rail",0,1,1,0.7009392,285000,314339.000298271,0.102943860695689,0
"616",6609,NA,NA,"F","N","L",NA,NA,NA,NA,"DA6","E",57.6,3,4.7,3.4,492,356,"Average","owner-occupied",51.451319,0.154163,18,39,6,"bexley","Thames Water",61700,"Bexley","rail",0,1,0,0.96317,205000,226095.08517246,0.102902854499805,0
"617",2699,NA,NA,"T","N","F",NA,NA,NA,NA,"UB10","D",62,4,3.2,0.9,294,83,"Average","owner-occupied",51.549037,-0.437517,92,35,6,"hillingdon","Affinity Water",56000,"Hillingdon","tube",2,0,0,0.9140794,327000,360451.777065854,0.102299012433803,0
"618",9653,NA,NA,"T","N","F",NA,NA,NA,NA,"RM8","D",102,5,3.7,1.8,208,97,"Average","owner-occupied",51.553935,0.122685,67,10,5,"becontree","Essex & Suffolk Water",40800,"Barking and Dagenham","tube",1,0,0,1.2080016,335000,369220.367120003,0.10215034961195,0
"619",3727,NA,NA,"F","N","L",NA,NA,NA,NA,"SE13","D",31,1,2,0.9,371,160,"Good","owner-occupied",51.467459,-0.009528,52,23,2,"lewisham","Thames Water",59500,"Lewisham","light_rail",0,1,1,0.2821156,197000,217116.777701528,0.102115622850396,0
"620",9888,NA,NA,"T","N","F",NA,NA,NA,NA,"IG6","C",103,5,3.1,1.6,173,84,"Average","owner-occupied",51.608568,0.102573,135,42,4,"hainault","Thames Water",41800,"Redbridge","tube",1,0,0,0.6257498,391000,430913.001588725,0.102079287950703,0
"621",13927,NA,NA,"F","N","L",NA,NA,NA,NA,"SW18","C",71.1,3,2.1,2,194,191,"Good","owner-occupied",51.463968,-0.190871,65,8,2,"wandsworth town","Thames Water",75500,"Wandsworth","rail",0,1,0,0.2908152,529000,582847.732650297,0.10179155510453,0
"622",833,NA,NA,"S","N","F",NA,NA,NA,NA,"IG8","D",85,4,4.4,2,296,133,"Average","owner-occupied",51.601779,0.001756,154,37,4,"highams park","Thames Water",62400,"Redbridge","light_rail",0,0,1,0.6319638,444000,489105.804642061,0.101589650094733,0
"623",3247,NA,NA,"D","N","F",NA,NA,NA,NA,"UB8","D",162,7,5.8,3,203,103,"Average","owner-occupied",51.528369,-0.45277,66,45,6,"west drayton","Affinity Water",49300,"Hillingdon","rail",0,1,0,2.0077434,619000,681651.152292849,0.101213493203309,0
"624",1743,NA,NA,"S","N","F",NA,NA,NA,NA,"SE9","D",90,5,4.3,1.4,269,89,"Average","owner-occupied",51.437016,0.046988,80,45,4,"mottingham","Thames Water",50600,"Greenwich","rail",0,1,0,0.4449224,4e+05,440002.877401196,0.100007193502991,0
"625",4173,NA,NA,"T","N","F",NA,NA,NA,NA,"KT3","D",86.48,5,5.3,4.2,275,218,"Good","owner-occupied",51.397559,-0.236345,92,18,4,"motspur park","Thames Water",67300,"Kingston upon Thames","rail",0,1,0,0.2870868,531000,583939.558614866,0.0996978504988062,0
"626",9138,NA,NA,"F","N","L",NA,NA,NA,NA,"SE3","D",81,3,3,1.6,210,112,"Poor","owner-occupied",51.476901,0.022046,96,44,3,"westcombe park","Thames Water",59100,"Greenwich","rail",0,1,0,0.8861164,427000,469426.435428568,0.099359333556366,0
"627",7774,NA,NA,"T","N","F",NA,NA,NA,NA,"SE2","C",93,4,3.1,1.2,189,73,"Average","rental (social)",51.496071,0.116941,65,1,4,"abbey wood","Thames Water",41900,"Greenwich","rail",0,1,0,0.8817666,313000,344012.823683912,0.0990825037824674,0
"628",4182,NA,NA,"T","N","L",NA,NA,NA,NA,"NW9","D",74.84,5,3.7,2.4,293,190,"Very Poor","owner-occupied",51.575316,-0.268413,73,68,4,"kingsbury","Affinity Water",50000,"Brent","tube",1,0,0,1.3192322,402000,441665.330899899,0.098669977362932,0
"629",8864,NA,NA,"T","N","F",NA,NA,NA,NA,"KT9","D",61,3,2.8,0.9,262,79,"Average","owner-occupied",51.367786,-0.287381,40,43,6,"chessington north","Thames Water",59700,"Kingston upon Thames","rail",0,1,0,0.7661862,333000,365821.420274759,0.0985628236479258,0
"630",1624,NA,NA,"F","N","L",NA,NA,NA,NA,"W6","D",75,3,3.4,2.1,234,147,"Good","rental (private)",51.485703,-0.216152,71,6,2,"barons court","Thames Water",51700,"Hammersmith and Fulham","tube",2,0,0,0.5723094,584000,641502.099528553,0.0984624991927277,0
"631",11828,NA,NA,"F","N","L",NA,NA,NA,NA,"N1","C",67.85,3,2.6,2.5,250,248,"Average","owner-occupied",51.53771,-0.077481,144,20,2,"haggerston","Thames Water",53100,"Islington","light_rail",0,0,1,0.282737,449000,493120.593773454,0.0982641286713897,0
"632",5781,NA,NA,"F","N","L",NA,NA,NA,NA,"E9","F",83,4,5.3,1.8,376,122,"Average","owner-occupied",51.550103,-0.044233,107,18,2,"homerton","Thames Water",43000,"Hackney","light_rail",0,0,1,0.5797662,424000,465644.952816151,0.0982192283399797,0
"633",6988,NA,NA,"F","N","L",NA,NA,NA,NA,"SE27","C",68,4,2.2,1.5,184,125,"Good","rental (private)",51.431719,-0.095399,147,59,3,"west norwood","Thames Water",58200,"Lambeth","rail",0,1,0,0.4188236,384000,421468.642558077,0.0975745899949922,0
"634",9884,NA,NA,"F","N","L",NA,NA,NA,NA,"SW6","C",67,3,2.2,1.7,188,144,"Poor","owner-occupied",51.484331,-0.207521,32,6,2,"west kensington","Thames Water",57600,"Hammersmith and Fulham","tube",1,0,0,0.680433,547000,600067.852506052,0.0970161837404968,0
"635",5522,NA,NA,"T","N","F",NA,NA,NA,NA,"TW1","D",151,6,5.3,2.3,199,86,"Poor","owner-occupied",51.45582,-0.310774,106,10,4,"st margarets","Thames Water",70200,"Richmond upon Thames","rail",0,1,0,0.55926,1026000,1125320.64209791,0.0968037447348057,0
"636",11123,NA,NA,"S","N","F",NA,NA,NA,NA,"HA5","D",151,7,7.3,4.1,272,154,"Poor","owner-occupied",51.590755,-0.370937,98,55,5,"pinner","Affinity Water",65000,"Harrow","tube",1,0,0,0.5959226,763000,836047.751705732,0.0957375513836595,0
"637",3854,NA,NA,"T","N","F",NA,NA,NA,NA,"RM7","E",74,3,4.6,2.5,351,188,"Average","owner-occupied",51.583938,0.157656,161,21,6,"romford","Essex & Suffolk Water",46300,"Havering","light_rail",0,1,1,1.4932242,286000,313236.964649448,0.0952341421309362,0
"638",2082,NA,NA,"S","N","F",NA,NA,NA,NA,"KT3","E",199,8,10,3.4,285,96,"Poor","owner-occupied",51.399405,-0.26179,42,23,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5704452,1077000,1179433.17103425,0.0951097224087706,0
"639",3110,NA,NA,"F","N","L",NA,NA,NA,NA,"N16","E",41,3,3,1.4,436,198,"Very Poor","owner-occupied",51.564579,-0.071413,58,26,2,"stoke newington","Thames Water",51100,"Hackney","light_rail",0,0,1,0.2094118,367000,401902.940812346,0.0951033809600697,0
"640",10512,NA,NA,"F","N","L",NA,NA,NA,NA,"SE1","C",64,3,1.5,1.1,136,94,"Good","owner-occupied",51.501199,-0.103901,94,7,1,"southwark","Thames Water",48300,"Southwark","tube",1,0,0,0.3722186,467000,511353.296008134,0.0949749379189164,0
"641",13270,NA,NA,"F","N","L",NA,NA,NA,NA,"SW17","E",80.5125,5,5.5,4.7,409,349,"Very Poor","owner-occupied",51.44108,-0.15953,44,29,3,"tooting bec","Thames Water",73500,"Wandsworth","tube",1,0,0,0.4741282,567000,620746.438876832,0.0947908974900036,0
"642",11527,NA,NA,"S","N","F",NA,NA,NA,NA,"TW12","C",80,5,2.7,1.1,190,72,"Average","owner-occupied",51.426466,-0.385244,78,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.3571376,481000,526399.410303969,0.0943854684074201,0
